id;poem_author;post_author;date_posted;language;in_translation;poem_full_text;number_of_likes;number_of_comments;number_of_shares;
933;Kateryna Kalytko;Kateryna Kalytko;3/15/2022;Ukrainian;No;"Ніколи уже не буде тихо і темно
по тому, як тут ночами горіла Європа.
Більше, ніж може вмістити будь-який опис
форми співіснування, сталих людських взаємин, 
глибше за назви й займенники особові –
у жодному горлі немає тепла такого –
те, що між нами. 
Це не переходить у спогади.
Війна не скасовує чинність 
ніжності та любові.
Фактологія виснажена і, ніби хмиз, суха.
Довгі пояснення і надмірні, і марні,
поки згустки пекла викашлює Марік,
поки нічний вогонь розшматовує Харків.
Ніби з фанерним щитом проти дикого зла – 
стояла посеред вулиці й називала
імена людей, засипаних у підвалах,
коштовні адреси, стерті з міського тла.
І не зараджувало, навіть якщо кричати.
І починалася комендантська година.
І ніби я відчувала, як пахне димом
від твого напруженого плеча.
Входити в наші міста. Вкладати їм пальці до ран.
Впихати їм тельбухи у животи розпороті.
Більше за хижу цю, найлютішу пору,
більше, ніж можна боятися, ніж можна прагнути,
ніби це я сама тебе народила
і, захищаючи, забираю назад у себе.
Після скипілої в людських зіницях води
більше не буде безневинного неба.
Досвітні сирени історії. 
Але між нами значно
більше. Я хочу встигнути, і промовляю
вголос, оголено, серед людської зграї.
Визнаючи любов.
Визнаючи призначеність.
×××
Картина Ілони Сільваші
#еней_не_озирається";199;10;23;
934;Kateryna Kalytko;Kateryna Kalytko;3/15/2022;Ukrainian;No;"Ніколи уже не буде тихо і темно
по тому, як тут ночами горіла Європа.

Більше, ніж може вмістити будь-який опис
форми співіснування, сталих людських взаємин, 
глибше за назви й займенники особові –
у жодному горлі немає тепла такого –
те, що між нами. 
Це не переходить у спогади.
Війна не скасовує чинність 
ніжності та любові.

Фактологія виснажена і, ніби хмиз, суха.
Довгі пояснення і надмірні, і марні,
поки згустки пекла викашлює Марік,
поки нічний вогонь розшматовує Харків.
Ніби з фанерним щитом проти дикого зла – 
стояла посеред вулиці й називала
імена людей, засипаних у підвалах,
коштовні адреси, стерті з міського тла.
І не зараджувало, навіть якщо кричати.
І починалася комендантська година.
І ніби я відчувала, як пахне димом
від твого напруженого плеча.

Входити в наші міста. Вкладати їм пальці до ран.
Впихати їм тельбухи у животи розпороті.

Більше за хижу цю, найлютішу пору,
більше, ніж можна боятися, ніж можна прагнути,
ніби це я сама тебе народила
і, захищаючи, забираю назад у себе.

Після скипілої в людських зіницях води
більше не буде безневинного неба.

Досвітні сирени історії. 
Але між нами значно
більше. Я хочу встигнути, і промовляю
вголос, оголено, серед людської зграї.
Визнаючи любов.
Визнаючи призначеність.

×××

Картина Ілони Сільваші
#еней_не_озирається";198;10;23;
935;Mykhailo Zharzhailo;Mykhailo Zharzhailo;3/15/2022;Ukrainian;No;"______+ -______
/\/\/\/\/\/\/\/\/\/\
|||||||||||||||||||||
друже мій
без відкритої присвяти
присвята тобі
адресна інтимна 
без втрати смислу
єдина влада яку ти маєш наді мною
любов до тебе
для чого тобі інша влада
для чого вбираєшся
у зайві думки для мене
навіщо ті примочки на твоєму панцирі
не для краси ж
колючки шпичаки шпажки для канапок
світлодіоди емоцій
потоплені в м'язах
твоя сила в моїй силі
твоя слабкість у моїй слабкості
ніякої дидактики
жодної функції
або розваги
і повчання
не бажаю доносити 
бо без втрат
перевертаєш
перебріхуєш
бог колективний комунальний соборний
рожденний у мить єдності
заради єдності
учіть його
навчаючись
виганяйте тих хто не вчиться
бо так нічого не вивчить
ніякої дидактики
жодної функції
жодної розваги
жодного повчання
не бажаю доносити
бо перевертаєш
2020";10;2;0;
936;Oleh Kotsarev;Oleh Kotsarev;3/15/2022;Ukrainian;No;"ОЧИЩЕННЯ

Кожного березня,
коли вітер
на гілках грає, мов на струнах,
у передмісті
чомусь підпалюють
поля і галявини.

Може, у пам’ять димчасту
про обряди спалювання
фігури зими
чи заради плодючості зайвої,
чи, зрештою, для очищення.
Так і цього разу.

На чорній траві перед лісом,
серед жовтих плантацій пшінки
шматочок лайна лежить,
вигорілий аж до білого
кольору,
а отже –
зовсім-зовсім очищений,
готовий
до нової весни.";15;2;;
937;Pavlo Vyshebaba;Pavlo Vyshebaba;3/15/2022;Ukrainian;No;"Лічилка для янголів
Раз, два, три.
Вогонь згори.
Три, чотири.
Ми у тирі.
П'ять, шість, сім.
Ховатись всім.
Вісім, дев'ять,
Люди, де ви?
Дев'ять з тонким ланцюжком.
Засипає двір сніжком,
всіх ляльок вкладаю спати,
вже летять до них снаряди,
штурхають крилом сніжинки.
Дев'ять з половинкою.
Слон кричить піднявши хобот —
від сирен по шкірі холод,
з вікон сполохнули круки,
мама нас бере на руки.
Дев'ять - хрусть! - на соломинці.
На столі лежать гостинці,
сохнуть іграшки у ванній,
в коридорі чобіт мамин
перекинувся на бік.
Я закінчую свій лік,
на двері наша адреса...
Хто не заховався, - десять! -
Боже, я не винувата,
я
іду
Тебе 
шукати.
15.03.22";114;8;9;
938;Andrij Bondar;Andrij Bondar;3/16/2022;Russian;No;"Мне говорят, я ьь сноб и русофоб,
Мол, к русским людям отношусь предвзято.
А я сегодня посадил укроп
У обелиска неизвестному буряту.";2900;7;180;
939;Andrij Bondar;Andrij Bondar;3/16/2022;Russian;No;"Русский, убей в себе рабскую мораль
И фантомного величия ночные поллюции.
Духовные скрепы – это позорная спираль
От беременности революцией.";711;8;25;
940;Dmitry Strotsev;Dmitry Strotsev;3/16/2022;Russian;No;"*
в супермаркетах
пустеют полки
что-то совсем новое
Европа
бьется как материнское сердце
кипит как один муравейник
один лагерь для беженцев
что-то совсем новое рождается
Чернигов Мариуполь Харьков Николаев
украинские города
на глазах превращаются в руины
Украина уже двадцать дней истекает кровью
под завалами больниц и роддомов
на полях сражений
теряет своих детей
не сдается 
бьется с врагом насмерть
за честь и свободу
за жизнь
что-то совсем новое рождается
у нас на глазах
16.03.2022";261;4;27;
941;Iya Kiva;Iya Kiva;3/16/2022;Ukrainian;No;"створили з пісень про війну підпільну гуманітарку
вантажимо її у Європу Америку Індію та Китай
торуємо шовковий шлях великої української літератури
що везете братчики – питаються на кордонах –
мовчання вбране у кириличні літери
живий вогонь свічечок літери «ї»
нашу і вашу свободу лягати у землю любові
поламаними деревами довгої пам’яті
що везете братчики – питаються наші мертві –
історію роду з брудною шматою в роті
трухляві скрині життів діда й баби прабаби й прадіда
які ми століттями носимо на хребтах мов карпати
що везете братчики – питаються наші живі –
рушники воєнного епосу й розтягнуті светри люті
недбалі креслення з мапами нової європи
дитячі обкладинки майбутніх книжок
що везете братчики – питаються наші люстерка –
мідні грошики дихання в дірявих кишенях
тривогу повітря у вибитих шибках ротів
пульсуючі прожилки часу в червоних очах
16.03.22";109;14;6;
942;Julia Musakovska;Julia Musakovska;3/16/2022;Ukrainian;No;"***
Кожна звістка про смерть,
зламану долю,
зруйнований дім
— наче дірка у тілі,
швидко накрита металевою латкою.
Скоро на ньому не залишиться 
живого місця.
Залізний дроворуб.
пекельний андроїд,
досконала машина.
Міцна оболонка, наповнена болем і люттю.
Немає у світі страшнішої зброї,
дієвішого механізму.
Немає небезпечнішого 
супротивника.
Тихо, серце моє, 
заткнися,
заткнися,
зараз не час.";110;2;11;
943;Katia Bl'ostka;Katia Bl'ostka;3/16/2022;Ukrainian;No;"В цей час глобальної пандемії, бажаю українцям міцного імунітету і здорового глузду😘

Злякалась баба нової хвороби,
Яку коронавірусом назвали.
Побігла в церкву, щоб спитать у Бога
Як вберегтись і шо ся в світі стало?

Поцілувала всі святі ікони,
Кагором причастилась з спільной ложки.
Послухала як б’ють церковні дзвони
Й подумала: «...ще поживу нємножко» 

А щоб вже точно хворь її не брала
Пішла на мітинг «Проти зараженія»
Там тисячі. Всі, як один, волали:
«Не страшний вірус нашому двіженію!»

Прийшла додому баба й сил немає.
Десь кашель взявся, в тілі ломота...
Де причепилась хворь бабусічка не знає.
Як втрапила у хату ця біда?

Лежить бабуся на смертельнім ложе,
Але думками все шукає той отвіт:
«Ікона заразить мене не може!
А значить, що приніс бацилу дід!»

Бо в нас в країні що найголовніше?￼
Тут істина проста, як не крути:
Відповідальність - не берем, нам ліпше,
Чим швидше винуватого знайти. 

#катінапоезія #катябльостка #коронавірус See less";1800;34;326;
944;Lesyk Panasiuk;Lesyk Panasiuk;3/16/2022;Ukrainian;No;"АБЕТКА ЯК ПАЛАТА ДЛЯ ПОРАНЕНИХ 
І
Чуєш цей рух у стовбурах
це мова тече в дерев’яних жилах і буяє пустоцвітом
мова чорна мов земля
чорна мов кров що тягне нас у землю
Червоні пера застрягли в чорнильницях наших ротів
повні крові наче під час бійки
кожне слово завдає болю
Щоб зараз лишитися живими треба мовчати
Сипучі піски мови тягнуть нас на дно
ІІ
Літери йдуть на війну
складаються в слова які ніхто не хоче вимовляти
речення підриваються на мінах
історії обстрілюють системами залпового вогню
У слово дім влучає снаряд
крізь розбите вікно літери д
можна побачити як літера і втрачає голову
як провалюється дах літери м
Мову під час війни не впізнати
речення такі недолугі
ніхто не хоче помирати
ніхто не хоче говорити
Біля лікарняного ліжка літери й лежить протез 
діакритичного знака якого вона соромиться
уже вкотре розходяться шви просвітами літери ф 
від кульових поранень на етимологічному фронті
м’який знак втратив язик під час катувань
Палати забиті літерами
що й апострофа не вставиш
відпадає фарба зі стін
осипаються слова незрозумілими покручами
і хто ними буде говорити
#SporWar #StopRussia #StopPutin #StandWithUkraine";37;8;5;
945;Maria Galina;Maria Galina;3/16/2022;Ukrainian;No;"Доброго ранку, все знов проспали, чудове утро
Весняна Одеса чудова
С добрым утром, опять проспали все воздушные тревоги
Снаружи райский сад
Кому это бть мешало!";413;26;;
946;Marjana Savka;Marjana Savka;3/16/2022;Ukrainian;No;"Спи, моя ластівко, зіронько, спи,
Сни собі сни, не важкі, не пророчі.
Хай тобі сняться весняні степи
Тихої-тихої-тихої ночі.
Хай тобі сняться квітучі міста, 
Київ каштановий, Харків бузковий, 
І Маріуполя сакура та
Місто Херсон у тюльпанах казкових.
Спи, моя ластівко, скоро весна,
Майже весна. І вона неминуча. 
Хай тобі сниться рипуча сосна
З міста пахучо-соснового Буча.
Спи, моя ластівко, все ще війна,
Що вибухає не цвітом, а тліном.
Тут у підвалі немає вікна.
Але ж весна неминуча, дитино.
Все ще колись проросте-розцвіте.
Просто до неї нам треба дожити.
Спи, моє серденько, спи, золоте,
Хай тобі сняться дерева і квіти.";566;19;146;
947;Vladislava Ilinska;Vladislava Ilinska;3/16/2022;Ukrainian;No;"Достала из загашника песню. Писалась осенью, а сейчас мы начали её музифицировать, так сказать. И тут до меня дошло...
Далі буде пісня, а поки так...
Сколько еще драм
Сердце дает крен
21 грамм
21 день
Что породит свет
Что прояснит муть
Двадцать один бред
Двадцать одна суть
Смоет грехи вода
С каждой из двух бед
Двадцать одно да
Двадцать одно нет
5.09.2022
P.S. это было стихотворение (песня) о ЛЮБВИ, потому с русского корабля - никакой водой не смыть. Хаг Самэах! Слава Украине!
#vipoetry";110;9;;
948;Vasyl Makhno;Vasyl Makhno;3/16/2022;Ukrainian;No;"Псалом скорботи

дівчинка вбита – прострелений хлопчик
тепер вона – ластівка він – горобчик
тепер вони птаство птахів
невдовзі проб’ється трава - пролізе
крізь їхню кров й іржаве залізо
крізь літери читаних нами псалмів

у тому дворі де були їх будинки
війна справляла свої обжинки
півкварталу - вночі під обстріл
дівчинка з мамою спали в квартирі
хлопчик з батьками зупинився при дверях
коли ракети летіли у гості.

їх будинки струснуло – і їх накрило
і тоді вони взяли пташині крила
бо тривожні валізки тримали батьки
пристиснувши дітей як стискають еспандер
півгодини шипіли вогненні «Ґради»
потім тиша гуділа як тіло ріки

потім тиша дзвеніла у вухах псалмами:
знерухомлений хлопчик нерухомої мами
мертва дівчинка - й тиша тиш
цей горобчик на гілці і це ластів’ятко
нам пташиною мовою будуть співати
а ми відспіваєм псалми по них 

а ми коли будемо жити весною
з горобчиком й ластівкою над борозною
з псалмами скорботи й жалю
пишу – що та ластівка й жвавий горобчик
то ті убієнні - дівчинка й хлопчик
по них ці слова тереблю

16 березня 2022";212;14;62;
949;Andrij Bondar;Andrij Bondar;3/17/2022;Russian;No;"Із циклу ""Канібалізм та інші інферналії в російському фольклорі"", випуск І

Один із коментаторів пише про цю народну пісню таке: 

""Песня девушки, только что пустившей своего милого на котлеты. Записана в 1895 г. в Курской губернии. У меня не находится комментариев. Почему этот напев дошел почти до XX века в устном творчестве. Что в нем было близко загадочной русской душе настолько, что она (душа) несла его через столетья?""

 Я из рук, из ног короватку смощу,
Из буйной головы ендова скую,
Из глаз его я чару солью,
Из мяса его пирогов напеку,
А из сала его я свечей налью...
Созову я беседу ьь подружек своих,
Я подружек своих и сестрицу его
Загадаю загадку неотгадливую:
Ой, и что таково:
На милом я сижу,
На милого гляжу,
Я милым подношу,
Милым почиваю,
А и мил перед мной 
Что свежею горит?
Никто той загадки не отгадывает
Отгадала загадку подружка одна,
Подружка одна, то сестрица его:
ьь""А я тебе, братец, говаривала:
Не ходи, братец, поздным поздно,
Поздним поздно, поздно вечера!""

";572;16;56;
950;Andrij Bondar;Andrij Bondar;3/17/2022;Ukrainian;No;"***
поки немає вогню
поки немає сирен
давай домовимось так:

перша кінчаєш ти,
другим кінчаю я

кінчимо разом у день перемоги";696;1;15;
951;Ostap Slyvynsky;Aneta Kaminska;3/17/2022;Polish;Yes;"🇺🇦🇺🇦🇺🇦
OSTAP SŁYWYNSKI
***
Coś stale paliło się na przedzie –
nie punkt orientacyjny,
nie znak zabłąkanych,
nie ognisko, nie znak ostrzegawczy,
niczyje domostwo, niczyje
polowanie czy wojna, które zatrzymały się
tu na zawsze,
nie człowiek, nie zwierzę,
nie suche drzewo, które wpadło do swojego
czyśćca,
nieodstępne jak dusza ciała niebieskiego, nie
nakaz i nie pomoc,
coś
solidarne z nami w beznadziei,
niepocieszone, kiedy jesteśmy niepocieszeni,
spokojne, kiedy
godzimy się ze stratą.
Jednakowe w czasie wojny i w czasie pokoju,
głuche na prośby, ale zaniepokojone, kiedy
milczymy zbyt długo. Jednakowe
dla królów kwartału
i tych zrzucanych ze schodów.
Krótkowzroczne i czujne
jak matka w głębokiej starości.
I nie nadzieja, bo
bywa tak, że nie ma nadziei,
a ono – jest.
tłum. Aneta Kamińska
Wiersz na antenie radiowej Dwójki czytał Łukasz Lewandowski.
🇺🇦 W niedzielę (20 marca) o godzinie 19.00 zapraszamy na koncert charytatywny Koncert Solidarni z Ukrainą | Jednym Głosem organizowany przez Narodowe Centrum Kultury oraz Dwójkę.
Bilety-cegiełki dostępne na stronie ➡ polskieradio.bilety24.pl 
❗ Całkowity dochód ze sprzedaży biletów zostanie przekazany na konto Caritas Polska.";10;;;
952;Julia Musakovska;Julia Musakovska;3/17/2022;Ukrainian;No;"***
Хто сказав, що слова зараз не мають ваги?
Наші слова, які пишуться на повітрі 
розпеченим залізом подихів,
кривавими згустками разять на поблідлих губах,
вгризаються в ґрунт під нашими ногами,
осідають на одяг і черевики 
курявою від зруйнованих домівок.
Наші слова 
тягнуться до близьких — до всіх, розкиданих 
простріленою мапою країни, 
міцними дротами сполучень, причепленими до серця,
тугими линвами співтривання.
Як сильно ми спільно можемо любити.
Як сильно ненавидіти.
Слова, які згрібаємо у наплічник 
в останню мить перед виходом.
Слова, за які хапаємося, 
щоб утримати хтозна-яку рівновагу, 
коли з-під ніг вибивають землю, як хитку табуретку.
Слова, якими притискаємо зяючу рану,
розпанаханий тендітний живіт безпеки, 
ще підлітки.
Наші слова, тверді та опуклі від люті, 
чорні від горя,
як бетонне перекриття старого бомбосховища.
Немає нічого тривкішого за них, 
нічого непроминальнішого. 
17.03.2022";115;4;13;
953;Julia Musakovska;Julia Musakovska;3/17/2022;Ukrainian;No;"Місто Марії в оточенні демонів. У 2014 я написала текст, який присвятила своїй дорогій подрузі, але сьогодні читаю його і розумію, про що він. І тисну в собі сльози, бо зараз час не для плачу, а для гніву.
* * *
/М.К./
Непорочна діва Марія живе всередині гори, 
під нею стрімкий потік, а над нею небесна плоть.
Птахи приносять їй крихти хлібні, ягоди і горіхи.
Гори, кажуть, світи нам, Діво, сріблом і злотом,
Розкушуй цю шкаралупу, ніби в розкошах у шовках,
погладжуючи живіт, у якім слово, що було спочатку.
Гора втягує діву в себе ще глибше. І не відпускає.
Гора відмовляється зі здобиччю прощатися.
Дощ наповнює листя широкого священні чаші.
Скрапує час настійно — вчить непоказного терпіння.
Марія діва повітря збирає повними пригорщами,
Сніжними гребінцями небо над нею піниться.
Вітер силкується одіж зірвати, мов ґвалтівник.
Блакитними венами тіло гори помережане.
Діва чи то гора — суцільна якась невизначеність.
Межі стираються, хоч і завжди умовні всі межі.
На крутому схилі печатками ведмежі сліди —
діва Марія потребує пильності й легкості як ніколи.
Та ж дорогий тягар. Поміж повітря, землі й води
Вигинається тінь її, немов мандрагори корінь.
Б'ється ріка об ноги. Зуби впиваються намертво,
Залишають глибокі борозни. Що з нею буде, що?
Діва смиренно і загадково світиться. Знає:
Хлопчик — син теслі — народиться і збудує човен.
/Львів-Закопане, 2014/";81;8;7;
954;Kateryna Kalytko;Kateryna Kalytko;3/17/2022;Ukrainian;No;"Ще не бачила їх такими 
достобіса красивими. 
Крізь утому, розгубленість, легкий алкогольний делірій
проступає страшна і незбагненна сила – 
і вирізьблює лиця, яких не було у мирі.
Ніби військо архангелів, тільки тепліше, ближче,
поправляючи зброю, хрипко питає дорогу:
Де тут смерть поснідала? Хай ложку тепер оближе
і розсипле в полі свої сухпаї з воєнторгу.
Все, що досі знали одне про одного – перепишеться. 
Врешті, вже переписується. Формується під руками.
Що це світиться з них у короткі години тиші?
Наша вперта взаємна віра, довга і спільна пам'ять.
Так це близько й несамовито, аж вдосвіта терпнуть долоні.
І пронизує промінь, і формує осердя.
І зізналась би, що цілую їхні обличчя 
у телефоні,
але, може, вони розсердяться.
#еней_не_озирається";238;2;30;
955;Kateryna Kalytko;Kateryna Kalytko;3/17/2022;Ukrainian;No;"Ще не бачила їх такими 
достобіса красивими. 

Крізь утому, розгубленість, легкий алкогольний делірій
проступає страшна і незбагненна сила – 
і вирізьблює лиця, яких не було у мирі.

Ніби військо архангелів, тільки тепліше, ближче,
поправляючи зброю, хрипко питає дорогу:
Де тут смерть поснідала? Хай ложку тепер оближе
і розсипле в полі свої сухпаї з воєнторгу.

Все, що досі знали одне про одного – перепишеться. 
Врешті, вже переписується. Формується під руками.
Що це світиться з них у короткі години тиші?
Наша вперта взаємна віра, довга і спільна пам'ять.

Так це близько й несамовито, аж вдосвіта терпнуть долоні.
І пронизує промінь, і формує осердя.

І зізналась би, що цілую їхні обличчя 
у телефоні,
але, може, вони розсердяться.

#еней_не_озирається";238;2;30;
956;Lesyk Panasiuk;Lesyk Panasiuk;3/17/2022;Ukrainian;No;"ДЗВІНОК
Мені телефонують із невідомого номера
але я його впізнаю
знову ці порожні нулі витріщаються на мене
Звук піску чи льоду
ні 
звук проковтнутої слини
мовчання
У дитинстві я боявся раптового й великого вогню
мені часто снилося що телефонують мені пожежники
на нашу пластмасову голову з десятьма очима
і в кожному оці цифра від нуля до дев’яти
Снилося що біжу з дев’ятого поверху вниз
і на кожному поверсі пожежа від дев’ятого до першого
і на кожному поверсі щораз гучніше звучить пожежна сирена
а люди зовні витріщаються на височенний сад отруйних рослин
із червоним листям і чорними квітами
Тепер я боюсь раптового й великого мовчання
що зателефонує мені з найпростішими запитаннями
але не поставить жодного бо знає
що не маю на них відповідей
Скляні межі
скам’янілий рот 
Куди бігти з палаючого мовчання
Піднімаю слухавку
Білий шум
розрив-трава
мовчальна сирена
#StopWar #StopRussia #StopPutin #StandWithUkraine";48;0;4;
957;Stanislav Belskiy;Lesyk Panasiuk;3/17/2022;Russian;Yes;"Lesyk Panasiuk АЗБУКА КАК ПАЛАТА ДЛЯ РАНЕНЫХ
І
Слышишь это движение в стволах
это язык течёт в деревянных жилах разрастается пустоцветом
язык чёрный словно земля
чёрный словно кровь что тянет нас в землю
Красные перья застряли в чернильницах наших ртов
полные крови будто во время драки
каждое слово причиняет боль
Чтобы сейчас остаться в живых надо молчать
Сыпучие пески языка тянут нас на дно
ІІ
Буквы идут на войну
складываются в слова которые никто не хочет произнести
предложения подрываются на минах
истории обстреливают системами залпового огня
В украинское слово дом попадает снаряд
сквозь разбитое окно буквы д
можно увидеть как буква і теряет голову
как проваливается крыша буквы м
Язык во время войны не узнать
предложения так бессильны
никто не хочет умирать
никто не хочет говорить
Возле больничной койки буквы й лежит протез
диакритического знака она его стыдится
в который раз уже расходятся швы просветами буквы ф
от пулевых ранений на этимологическом фронте
мягкому знаку вырвали язык во время пыток
Палаты так забиты буквами
что и апострофа не вставишь
опадает краска со стен
осыпаются слова непонятными калеками
и кто ими будет говорить
(Черновик перевода)";16;5;0;
958;Nathalie Beltchenko;Nathalie Beltchenko;3/17/2022;Ukrainian;No;"* *
І поки світ блює війною
І відступає в порожнечу,
Весна вже ділиться зі мною
На журавлину і лелечу
Тримає силу журавлина,
Вичавлюючи страх і згоду,
Коли іде біда первинна
До рук по весняному льоду
Прийдешній час і час минулий
В граматиці застрягли навпіл
Лелеки на гнізді поснули
Іще не прилетівши навіть
Лиш ЗСУ і волонтери
Не сплять. Народжене в підвалі
За відліком нової ери,
Дитя отримає скрижалі";130;13;19;
959;Nathalie Beltchenko;Nathalie Beltchenko;3/17/2022;Ukrainian;No;"* *
І поки світ блює війною
І відступає в порожнечу,
Весна вже ділиться зі мною
На журавлину і лелечу
Тримає силу журавлина,
Вичавлюючи страх і згоду,
Коли іде біда первинна
До рук по весняному льоду
Прийдешній час і час минулий
В граматиці застрягли навпіл
Лелеки на гнізді поснули
Іще не прилетівши навіть
Лиш ЗСУ і волонтери
Не сплять. Народжене в підвалі
За відліком нової ери,
Дитя отримає скрижалі";117;13;13;
960;Oleh Kotsarev;Oleh Kotsarev;3/17/2022;Ukrainian;No;"так замислився
про евакуацію
батька і матері своїх
із міста
ворогом обложеного

що програв у шахи
дочці
своїй
";109;10;1;
961;Lyuba Yakimchuk;Aneta Kaminska;3/18/2022;Polish;Yes;"#przemoc #solidarnizukrainą
Lubow Jakymczuk
nóż
z krewnymi dzielimy stół oraz groby
z wrogami – tylko groby
przychodzi jeden taki kandydat 
żeby podzielić ze mną grób
mówi do mnie:
ja jestem większy niż ty
ja jestem  twardszy niż ty
ja jestem silniejszy niż ty
niż za nożem wsadza w brzuch i niżej
nóż za niżem
jego raz jest prężniejszy
ale
on jest mniejszy niż my
on jest miększy niż my
bo nóż ma jeden
a nas za stołem dużo
i każdy ma swoje niż
i każdy ma swój nóż
mówi do mnie:
ja twardszy automat wy
ja większy automat wy
mat za matem
automat za automatem
trzymajcie się mówią trzymajcie
i my trzymamy się naszego stołu
i wypijamy z lufy automatu
po swojej kuli
i gościowi nalewamy jedną
27 stycznia 2015
Z języka ukraińskiego przełożyła Aneta Kamińska
Lubow Jakymczuk (1985) – poetka, dziennikarka, scenarzystka i animatorka kultury. Urodziła się w Pierwomajsku w obwodzie ługańskim, obecnie mieszka w Kijowie. Studiowała filologię ukraińską na Uniwersytecie Ługańskim i Akademii Kijowsko-Mohylańskiej. Autorka tomików poezji , jak MODA (Lwów 2009), za który dostała nagrodę Prywitannia żyttia im. Bohdana Ihora Antonycza (2008) i nagrodę im. Wasyla Symonenki (2010) oraz Abrykosy Donbasu (2015). Tworzy poetycko-muzyczne projekty razem z kontrabasistą Markiem Tokarem (Kobieta, dym i niebezpieczne przedmioty Lustra Morele Donbasu) oraz Ołesią Zdorowecką (Wspólne). Jej wiersze były również śpiewane przez znaną piosenkarkę Marjanę Sadowską. Była organizatorką lub kuratorką takich wydarzeń kulturalnych jak: Rok Semenki (2012), DonKult (Lwów 2015), GalicjaKult (Charków 2016), Metro do Kybynec (2016). Jest jedną z autorek scenariusza filmu dokumentalnego Dom „Słowo” (2017), pokazywanego również na Warszawskim Festiwalu Filmowym. W 2015 roku kijowski magazyn „New Time” zaliczył ją do stu najbardziej wpływowych ludzi kultury na Ukrainie.
Wielokrotnie występowała w Polsce, m.in. podczas festiwali: Europejski Stadion Kultury (Rzeszów 2012) i Poznań Poetów (Poznań 2015) oraz na Warszawskich Targach Książki (2010). Jej wiersze były drukowane w pismach: „Akcent”, „Strony” (tłum. Bohdan Zadura), „Fraza” (tłum. Janusz Radwański), „Tygodnik Powszechny”, „Pobocza” (tłum. Aneta Kamińska) oraz wydaniach internetowych: „Radar”, „Wakat”, „Helikopter” i „Babiniec Literacki” (tłum. Aneta Kamińska). Weszły również do kilku antologii w przekładach Anety Kamińskiej: Cząstki pomarańczy. Nowa poezja ukraińska (2011), Wschód – Zachód. Wiersze z Ukrainy i dla Ukrainy (2014), Przewodnik po zaminowanym terenie (2016) oraz Listy z Ukrainy. Antologia poezji (2016). W 2010 roku była stypendystką programu Ministra Kultury RP Gaude Polonia.";29;;;
962;Dmitry Kuzmin;Dmitry Kuzmin;3/18/2022;Russian;No;"* * *
каждый спасает
самое дорогое
оказывается
это
не 
ты";176;8;3;
963;Dmitry Strotsev;Dmitry Strotsev;3/18/2022;Russian;No;"*
поговорили с украинцами
в зуме
о военной повседневности
о лекциях на войне
о невыносимой мгновечности 
Игорь Чернявский
в Конгрессе США со скрипкой
и в харьковской многоэтажке
между ракетными ударами
одновременно
об ангельском воинстве
и воинах ЗСУ
плечом к плечу
стоящих
о Рамо и Пеги
о надежде
18.03.2022";178;7;5;
964;Ludmila Khersonskaya;Ludmila Khersonskaya;3/18/2022;Russian;No;"Война. День второй. Ярость
***
надо же что-то купить, 
надо же что-то взять
воду чтоб ее пить
путен #б твою мать
мне в магазин идти
с больным моим животом
чтоб тебе не расти
чтоб ты тужил потом
чтоб ты из-за стола
длиннее твоих сирен
не встал, чтоб тебя х#ла
наши забрали в плен.
надо идти. иду.
надо купить еду.
надо выжить в войне, 
внутри и еще вовне.
бахает в небе шар,
бухает сердце вслед,
мне двести грамм конфет
и один байрактар, 
и тротила кило,
и картошку с собой.
сирена. путен – х#йло.
сирена. путен - отбой.";138;4;12;
965;Maria Galina;Maria Galina;3/18/2022;Ukrainian;No;"Коли ми їхали, я взяла трошки  зайвих речей для мірного часу, наприклад шовковий піджак, щоб ходити літом на івенти, та улюблені буси. Книжок не взяла, бо важкеньки. Сподіваюся незважаючи на все,  що намисто ще буде куди надіти, тім  більше це бурштин, веніцийки та баламути
Ось за чим шкодую, забула улюблені джинси";213;20;;
966;Nathalie Beltchenko;Nathalie Beltchenko;3/18/2022;Ukrainian;Yes;"Міхал Заблоцький, переклад Наталії Бельченко 
Рускій ваєнний карабль
Ходить і ходить уже багато літ
Судно Росія повз інший вільний світ.
Машуть привітно йому вряди-годи
Здалеку, тільки б не припливло сюди!
В різних морях корабля цього маршрут.
Йде без упину і ось він майже тут!
У мегафон промовляє всім портам: 
Смірна! Побудка! Ужо я вам задам!
Рускій ваєнний карабль
Влаштовує всім час розплати!
Рускій ваєнний карабль,
Здавайся, бо буде стріляти!
Як же так можна, світ плаче «ох» і «ах»!
Нам це не снилось і в найстрашніших снах!
Замайоріли вже білі прапори.
Добре це знаю: здавайся чи помри!
Всрались від страху усі, хоча давно
Мали б зробити, щоб він пішов на дно!
Як не бабахне і не застрелить нас,
Інші, як досі, здадуться ще не раз.
Рускій ваєнний карабль,
Ти від влучання спалахуй,
Рускій ваєнний карабль,
Стріляй та ... іди нахуй!";5;0;0;
